Id,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
63,0.084806545,0.090035605,0.059667897,0.003357934,0.148523985,0.145166052,9.784335379,110.7485947,0.846837169,0.488359145,0.000774908,0.084806545,0.094070741,0.016260163,0.25,0.233072917,0.0078125,3.203125,3.1953125,0.127982464,male
64,0.20079553,0.034032032,0.201454545,0.182545455,0.219272727,0.036727273,2.01766471,6.631587504,0.859387829,0.227754935,0.201454545,0.20079553,0.157111927,0.047012733,0.277456647,1.680226293,0.0234375,7.6875,7.6640625,0.106070903,female
65,0.165155638,0.071652835,0.157820928,0.116289105,0.231370011,0.115080906,1.252580972,4.576220811,0.965832797,0.738275601,0.133505933,0.165155638,0.120490662,0.017917133,0.253968254,0.310677083,0.0078125,0.6796875,0.671875,0.385797342,male
66,0.182457003,0.059544343,0.184896552,0.136137931,0.226896552,0.090758621,1.328761343,5.231847775,0.92303496,0.419385798,0.171862069,0.182457003,0.113367426,0.04729064,0.279069767,0.867820946,0.0234375,6.421875,6.3984375,0.120535714,male
67,0.143503898,0.07333391,0.150425532,0.086382979,0.197712766,0.111329787,3.58600908,28.34661481,0.961517081,0.734525066,0.059946809,0.143503898,0.090472014,0.017448201,0.235294118,0.462015086,0.0078125,2.3359375,2.328125,0.203020134,male
68,0.168980689,0.070064793,0.191755319,0.146702128,0.216888298,0.07018617,3.055191347,26.81096399,0.932738361,0.528959894,0,0.168980689,0.162058021,0.015732547,0.275862069,0.115171371,0.0078125,0.4609375,0.453125,0.199507389,female
69,0.227930987,0.045798511,0.241893491,0.201854043,0.261499014,0.05964497,2.222919276,8.689687035,0.870969279,0.186377779,0.259566075,0.227930987,0.156219617,0.016580311,0.275862069,0.191685268,0.0078125,0.3125,0.3046875,0.194681861,female
70,0.236016999,0.031073099,0.237820513,0.215833333,0.258910256,0.043076923,1.758392793,5.35818709,0.826219953,0.108669032,0.28,0.236016999,0.174057065,0.047761194,0.277456647,2.514160156,0.234375,10.125,9.890625,0.148179893,female
71,0.15925081,0.059957355,0.167599219,0.148106701,0.18490566,0.036798959,7.404021622,72.41854632,0.883806024,0.497152596,0.167417046,0.15925081,0.156560123,0.011123471,0.212765957,0.315504808,0.102539063,0.68359375,0.581054688,0.489411765,female
72,0.194961305,0.059432928,0.224825046,0.130460405,0.245451197,0.114990792,1.883823123,6.266925884,0.879061549,0.298724914,0.244935543,0.194961305,0.127857412,0.047571853,0.274285714,0.755580357,0.0234375,4.8515625,4.828125,0.122508942,male
73,0.217966998,0.042504254,0.230764832,0.193938528,0.249778413,0.055839886,2.064521867,7.401659331,0.883175171,0.207962951,0.255582559,0.217966998,0.143295372,0.016032064,0.271186441,0.251602564,0.109375,0.5625,0.453125,0.145644283,female
74,0.183985308,0.044877014,0.180844704,0.171747888,0.201221572,0.029473684,3.761068399,19.50026667,0.872449899,0.359860635,0.173203379,0.183985308,0.167175085,0.025,0.266666667,1.128605769,0.1796875,7,6.8203125,0.119415808,female
75,0.237416787,0.027851328,0.239101124,0.229269663,0.249719101,0.020449438,2.97048079,12.67575356,0.790477991,0.108848501,0.23988764,0.237416787,0.178120001,0.047524752,0.279069767,1.651147959,0.0234375,9.5859375,9.5625,0.158301364,female
76,0.152167925,0.082541597,0.133800738,0.105645756,0.238413284,0.132767528,1.501037139,5.54000052,0.948383454,0.647427437,0.125535055,0.152167925,0.109004754,0.017112299,0.228571429,0.681152344,0.0078125,4.828125,4.8203125,0.208497337,male
77,0.179578634,0.040894259,0.172140078,0.160428016,0.201011673,0.040583658,2.98611118,13.15731747,0.86858062,0.320940418,0.171595331,0.179578634,0.16200061,0.038461538,0.235294118,0.616030093,0.1640625,6.5625,6.3984375,0.140180332,female
78,0.142133366,0.091372001,0.157711523,0.081901692,0.208702659,0.126800967,27.50561261,811.2473156,0.855926723,0.505870653,0,0.142133366,0.073122644,0.016546019,0.172043011,0.0078125,0.0078125,0.0078125,0,0,male
79,0.146231945,0.086853923,0.172031558,0.054674556,0.224773176,0.170098619,0.961379031,3.205524509,0.965711204,0.751655466,0.238303748,0.146231945,0.176033157,0.030188679,0.246153846,0.383333333,0.0078125,0.9765625,0.96875,0.338709677,female
80,0.189539865,0.06007695,0.206233766,0.127272727,0.241558442,0.114285714,1.408092868,4.532378022,0.910146472,0.403945736,0.208311688,0.189539865,0.130420027,0.048533873,0.279069767,0.71484375,0.0234375,5.34375,5.3203125,0.122990832,male
81,0.184624422,0.039322374,0.174339623,0.161852487,0.200274443,0.038421955,2.599934689,10.32154206,0.858516148,0.234476725,0.175780446,0.184624422,0.152867824,0.04729064,0.279069767,2.4921875,0.0234375,8.71875,8.6953125,0.151078167,female
82,0.196805667,0.056170668,0.220888889,0.130666667,0.237333333,0.106666667,1.71411974,5.250871511,0.881721208,0.276504317,0.233777778,0.196805667,0.129462707,0.051391863,0.277456647,1.123401989,0.0234375,5.625,5.6015625,0.207980406,male
83,0.18051327,0.07946658,0.206608696,0.104,0.253565217,0.149565217,2.078065273,8.115628716,0.95119432,0.617184936,0.263304348,0.18051327,0.143075069,0.047856431,0.277456647,1.577845982,0.0234375,12.75,12.7265625,0.09013108,female
84,0.229857283,0.032694208,0.2256621,0.213515982,0.253789954,0.040273973,2.208943842,7.88662745,0.813837205,0.153201192,0.212876712,0.229857283,0.181032958,0.048192771,0.279069767,1.35546875,0.0234375,9.84375,9.8203125,0.173252011,female
85,0.203961925,0.034077413,0.207763314,0.189538462,0.220686391,0.031147929,2.645013726,9.933947852,0.850811883,0.238414165,0.219029586,0.203961925,0.169246514,0.049740933,0.277456647,1.209558824,0.0234375,7.734375,7.7109375,0.142291652,female
86,0.180473579,0.065063493,0.197665904,0.119496568,0.239313501,0.119816934,2.216926159,8.245347987,0.917535886,0.499575656,0.240915332,0.180473579,0.133699449,0.048192771,0.279069767,0.789741848,0.0234375,3.515625,3.4921875,0.110067114,male
87,0.168878635,0.077735358,0.15787234,0.119521277,0.240159574,0.120638298,3.820242179,21.64157795,0.884334308,0.471210923,0,0.168878635,0.111915745,0.027874564,0.25,0.1359375,0.0078125,0.515625,0.5078125,0.388461538,male
88,0.219100411,0.038713493,0.224339909,0.197147193,0.246009105,0.048861912,1.500144245,4.525562799,0.872427132,0.248018777,0.245584219,0.219100411,0.171770251,0.047384008,0.274285714,1.022949219,0.0234375,10.734375,10.7109375,0.063554583,female
89,0.202306162,0.046729777,0.201,0.1805,0.236,0.0555,1.599848876,5.535673402,0.896180034,0.364107829,0.183,0.202306162,0.151699878,0.04719764,0.277456647,0.622677365,0.0234375,4.4296875,4.40625,0.086474164,female
90,0.229938254,0.03619574,0.235362319,0.217326892,0.25610306,0.038776167,1.680097857,5.002185227,0.850271995,0.191834863,0.253848631,0.229938254,0.196619191,0.047244094,0.277456647,1.888183594,0.0234375,9.5390625,9.515625,0.144937055,female
91,0.170781834,0.057841825,0.173536828,0.147896483,0.196390179,0.048493696,2.714786055,11.35869366,0.923230515,0.5475123,0.175209025,0.170781834,0.15665944,0.01953125,0.263157895,0.985351563,0.15625,3.588867188,3.432617188,0.243352664,female
92,0.190810773,0.040933758,0.194187583,0.168295905,0.214900925,0.04660502,2.388011196,9.340082167,0.880138055,0.318599059,0.199365918,0.190810773,0.147888196,0.047012733,0.277456647,1.155838816,0.0234375,7.7578125,7.734375,0.08158948,female
93,0.158369018,0.057188307,0.168073636,0.15739645,0.181328074,0.023931624,5.657859375,40.79593414,0.873598799,0.45126618,0.167153189,0.158369018,0.155522989,0.034482759,0.256410256,0.443584736,0.034179688,3.779296875,3.745117188,0.157601043,female
94,0.186698563,0.045502856,0.177125926,0.153896296,0.215703704,0.061807407,1.774369563,6.960873823,0.885248246,0.24509736,0.15762963,0.186698563,0.147948889,0.048632219,0.275862069,1.486683239,0.0234375,10.0078125,9.984375,0.090153534,female
95,0.15025502,0.111256969,0.203350358,0.002288049,0.24825332,0.245965271,24.01442382,624.9391693,0.777701956,0.26493328,0,0.15025502,0.1876571,0.015968064,0.275862069,0.0078125,0.0078125,0.0078125,0,0,female
96,0.233652026,0.032379797,0.234029851,0.22358209,0.249910448,0.026328358,2.91033735,12.0499142,0.794284267,0.145933857,0.234029851,0.233652026,0.193572168,0.047105005,0.279069767,1.0434375,0.0234375,10.359375,10.3359375,0.07241762,female
97,0.187126949,0.059577128,0.209517241,0.132275862,0.233655172,0.10137931,1.879899648,6.761889674,0.914311289,0.482245587,0.228827586,0.187126949,0.110099145,0.062745098,0.155339806,0.546875,0.1640625,2.625,2.4609375,0.233015873,male
98,0.181635453,0.06144867,0.177437326,0.15091922,0.237103064,0.086183844,2.199529149,9.29005336,0.918521171,0.447815226,0.172367688,0.181635453,0.116920993,0.047477745,0.277456647,0.466992188,0.0234375,1.875,1.8515625,0.160216998,male
99,0.217310903,0.036351338,0.222214765,0.201543624,0.239597315,0.038053691,2.658797749,11.0902235,0.84875364,0.235573084,0.220805369,0.217310903,0.165121382,0.047904192,0.272727273,2.408653846,0.2578125,8.8359375,8.578125,0.173416908,female
100,0.11244771,0.084363657,0.105628743,0.029844311,0.182419162,0.15257485,1.906120127,8.584900771,0.966289356,0.772289112,0.018443114,0.11244771,0.120958777,0.017204301,0.253968254,0.977864583,0.0078125,5.328125,5.3203125,0.249449339,male
101,0.181964222,0.030651862,0.176744186,0.16744186,0.197674419,0.030232558,3.825913917,20.0739797,0.803241001,0.189572318,0.17627907,0.181964222,0.163304714,0.072727273,0.210526316,0.845833333,0.1640625,4.078125,3.9140625,0.25677217,female
102,0.140897429,0.073719202,0.129846583,0.089818689,0.19818689,0.108368201,1.916410664,7.175045953,0.946764592,0.649325974,0.017182706,0.140897429,0.0979793,0.02359882,0.219178082,0.158717105,0.0078125,0.4921875,0.484375,0.301971326,male
103,0.172436386,0.071504543,0.145620438,0.132846715,0.252408759,0.119562044,4.504440541,31.07841702,0.878206881,0.47004435,0.135912409,0.172436386,0.138903871,0.121212121,0.172043011,0.2609375,0.1328125,0.5546875,0.421875,0.232510288,male
104,0.155223573,0.073200966,0.143864119,0.10403397,0.215796178,0.111762208,1.435853493,5.131261664,0.951795127,0.675391336,0.10343949,0.155223573,0.093939382,0.029357798,0.210526316,0.1975,0.0078125,0.546875,0.5390625,0.320048309,male
105,0.192391211,0.04908261,0.208844884,0.142926293,0.231331133,0.08840484,1.985700716,7.05373454,0.895856989,0.144397375,0.225170517,0.192391211,0.119014022,0.043715847,0.246153846,1.454241071,0.1484375,6.03125,5.8828125,0.27749004,male
106,0.214916283,0.035656701,0.209120287,0.196050269,0.242298025,0.046247756,2.805092471,13.01361516,0.835777856,0.202869973,0.198563734,0.214916283,0.191297013,0.056271981,0.279069767,1.974451014,0.0234375,10.2421875,10.21875,0.085722477,female
107,0.20154104,0.06298613,0.226173752,0.135600739,0.257227357,0.121626617,1.688261423,5.036055827,0.886685816,0.346881679,0.265508318,0.20154104,0.146439143,0.049433574,0.279069767,0.789257813,0.0234375,8.3203125,8.296875,0.088041431,male
108,0.216875274,0.034971488,0.217861976,0.205737483,0.237185386,0.031447903,2.510927549,10.01618612,0.84984388,0.22923635,0.215967524,0.216875274,0.165314074,0.048096192,0.275862069,1.3203125,0.0234375,7.8984375,7.875,0.076839827,female
109,0.188872268,0.060987791,0.19995602,0.173479934,0.229664651,0.056184717,3.198953231,31.37139736,0.915985591,0.436417565,0,0.188872268,0.181574254,0.021136063,0.25,0.2315625,0.0078125,0.7890625,0.78125,0.304285714,female
110,0.128641752,0.070585388,0.128440367,0.076850153,0.173394495,0.096544343,3.506610166,33.5149494,0.96329227,0.746347544,0.120519878,0.128641752,0.134252368,0.016260163,0.23880597,0.405208333,0.0078125,4.3125,4.3046875,0.116488539,female
111,0.19820339,0.043551551,0.204104135,0.17308831,0.224400204,0.051311894,2.181699892,9.473103273,0.907944795,0.294762277,0.221541603,0.19820339,0.158042369,0.01843318,0.266666667,0.550951087,0.140625,5.546875,5.40625,0.072736031,female
112,0.165598298,0.059191045,0.175844156,0.110909091,0.20961039,0.098701299,1.300793636,5.031570819,0.940522796,0.529781496,0.198441558,0.165598298,0.090731233,0.015763547,0.172043011,1.147898707,0.09375,6.90625,6.8125,0.213097969,male
113,0.230144274,0.033577327,0.231368421,0.222526316,0.246105263,0.023578947,3.413690951,17.89710352,0.809968047,0.174234406,0.229157895,0.230144274,0.201064854,0.047058824,0.279069767,1.242621528,0.234375,8.6484375,8.4140625,0.120312835,female
